A -130,-155,998
A 4,3,1111
G 8.8,-26.2,-101.2
M -223,160,-847
A 118,82,959
G 31.4,-64.3,-86.3
M -241,189,-831
A 67,31,1141
G 17.7,-61.9,-77.5
M -238,177,-825
A 134,165,855
G 25.9,-8.1,-74.2
M -259,207,-822
A 68,128,1077
G 4.3,-53.8,-69.3
M -264,205,-822
A 83,206,907
G 7.0,68.1,-66.7
M -270,235,-820
A 9,149,1038
G -3.7,-0.1,-80.1
M -268,265,-817
A -9,197,958
G -13.6,7.0,-74.8
M -262,289,-817
A -6,87,1094
G -22.6,-12.1,-118.5
M -243,321,-817
A -11,65,972
G -24.9,16.3,-116.2
M -226,342,-819
A -19,100,1065
G -21.2,-5.8,-136.0
M -205,382,-811
A -81,191,979
G -0.9,-70.5,-137.3
M -172,402,-825
A 62,118,1083
G -7.0,-56.5,-80.8
M -168,415,-844
A 72,95,921
G 21.4,-85.5,-80.5
M -147,394,-853
A 191,139,1065
G -4.4,-43.9,-79.0
M -135,397,-855
A 258,166,958
G 0.8,-46.5,-72.2
M -127,390,-867
A 186,104,1019
G -17.9,-49.2,-58.2
M -114,391,-862
A 75,28,1068
G -12.0,-1.8,-42.9
M -97,394,-876
A 43,49,1055
G -6.6,28.8,-22.4
M -91,403,-873
A 5,115,957
G 0.6,33.3,-20.7
M -81,420,-861
A 56,60,1089
G 2.4,-0.3,-10.6
M -91,433,-849
A -17,123,1033
G -4.3,34.0,-14.2
M -78,441,-843
A 40,110,1073
G 0.9,19.8,-12.3
M -88,463,-844
A 37,143,989
G 7.7,-57.5,-9.8
M -87,445,-846
A 91,76,1033
G -4.5,13.3,1.9
M -82,441,-844
A -6,89,994
G 1.6,-30.5,-5.0
M -87,438,-856
A 16,94,1060
G 0.7,21.1,-7.5
M -82,448,-852
A 12,135,1038
G 0.4,-7.8,3.2
M -78,447,-843
A 23,108,1034
G 6.0,2.8,3.2
M -78,439,-838
A 4,128,1027
G 6.1,9.3,3.5
M -79,456,-843
A 48,135,1013
G 1.2,-10.5,9.3
M -91,450,-843
A 17,99,1056
G 9.6,-14.4,2.3
M -90,445,-844
A 36,130,1028
G 4.2,-25.4,-1.0
M -94,430,-855
A 31,126,1040
G 6.7,33.2,12.1
M -93,439,-849
A 17,165,1000
G 7.7,13.4,17.8
M -109,451,-832
A 24,152,1009
G 1.1,-2.8,24.5
M -103,436,-843
A -10,130,1024
G -2.3,25.6,54.3
M -117,448,-835
A 17,179,940
G -16.7,71.7,83.3
M -135,460,-826
A 33,16,1147
G -7.1,37.2,90.0
M -145,463,-819
A -78,150,1083
G 3.3,-25.2,64.4
M -160,453,-819
A 87,174,961
G -0.6,35.9,101.0
M -180,429,-817
A -72,157,1093
G -4.3,-9.9,101.1
M -184,412,-813
A 9,166,857
G 26.8,2.4,125.0
M -216,384,-813
A -77,94,1103
G 10.3,44.0,96.8
M -231,375,-804
A -89,169,1009
G 13.6,-39.9,100.4
M -247,357,-799
A 23,170,978
G 23.8,32.3,95.2
M -273,330,-804
A -128,240,973
G -1.3,65.5,115.7
M -274,321,-778
A -86,93,1201
G 26.6,0.7,141.4
M -297,288,-778
A 66,318,734
G 5.8,86.1,144.6
M -307,253,-774
A -226,111,1198
G -1.8,-59.6,119.8
M -289,247,-786
A -111,458,635
G 54.4,116.4,176.1
M -315,205,-771
A -105,254,1042
G 24.5,45.3,153.3
M -315,166,-769
A 2,350,896
G 37.2,121.6,139.7
M -297,157,-766
A -278,409,1018
G 19.8,108.9,123.1
M -312,160,-765
A -279,357,943
G -15.8,5.9,121.5
M -301,114,-772
A -154,427,988
G 19.7,38.0,73.7
M -286,105,-774
A -237,494,867
G 1.8,-63.4,127.9
M -283,61,-772
A -148,457,976
G 11.4,53.6,115.2
M -256,33,-768
A -91,548,821
G 14.0,43.6,145.8
M -246,18,-769
A -23,447,976
G -9.3,41.8,100.2
M -217,12,-781
A 16,432,917
G 6.4,-16.6,69.7
M -199,-10,-787
A -32,593,848
G 30.8,30.0,101.5
M -184,-22,-793
A 0,576,892
G -7.1,21.3,159.1
M -157,-34,-796
A -33,561,854
G 14.2,52.9,87.0
M -126,-52,-799
A 86,475,983
G -19.0,8.3,116.7
M -108,-52,-822
A 37,423,931
G -13.3,57.9,93.3
M -72,-52,-823
A 104,407,893
G -9.4,70.6,65.4
M -52,-25,-841
A -12,340,974
G -32.1,32.0,68.8
M -12,-12,-859
A 34,423,948
G -20.7,7.8,36.1
M -13,-19,-864
A 50,351,926
G -34.0,-7.2,32.2
M 1,-18,-856
A -10,370,991
G -11.1,24.7,1.4
M 9,-16,-862
A 75,417,884
G -17.9,-24.0,13.8
M 22,-13,-870
A 47,328,988
G -25.9,-23.8,22.3
M 42,-22,-859
A 72,339,928
G -23.1,-4.3,30.5
M 61,-30,-858
A 67,245,973
G -28.4,1.9,31.6
M 66,-22,-853
A 71,209,965
G -7.9,10.5,10.6
M 73,-24,-864
A 40,282,1029
G -4.9,-3.0,0.7
M 81,-13,-858
A 87,282,976
G 0.9,-8.4,4.2
M 88,-10,-853
A 89,327,989
G -7.7,-8.7,4.7
M 99,-10,-865
A 110,151,1024
G -18.9,8.3,16.1
M 112,-15,-862
A 61,261,964
G -10.0,-0.4,-5.6
M 108,-16,-859
A 57,291,1003
G -27.3,-31.2,-5.3
M 117,-16,-856
A 109,143,1006
G -5.8,-14.7,-25.1
M 121,-27,-853
A 61,206,957
G -13.4,-26.7,-31.5
M 123,-25,-844
A 229,44,1003
G -1.4,-11.8,-93.8
M 97,-39,-838
A 29,328,926
G 3.0,-22.7,-49.1
M 85,-48,-843
A 109,134,958
G -10.9,6.5,2.8
M 81,-46,-838
A 11,295,1030
G 0.6,-9.6,-48.8
M 82,-42,-843
A 148,141,1009
G 0.0,15.4,20.5
M 66,-30,-847
A 71,306,965
G 0.4,-27.8,-39.2
M 78,-45,-837
A 147,54,1072
G 21.6,25.0,-8.7
M 69,-39,-843
A 14,322,915
G 33.1,56.1,-35.1
M 43,-18,-865
A 93,246,1050
G -41.3,-28.0,-14.7
M 40,-24,-862
A -24,160,939
G -24.8,-40.0,11.3
M 66,-28,-850
A 94,235,891
G -16.1,-7.2,-71.4
M 58,-42,-838
A 63,158,986
G -4.1,30.1,-51.1
M 57,-33,-858
A -65,228,934
G 10.9,30.9,-74.7
M 43,-15,-868
A -48,181,1043
G 0.5,17.2,-41.3
M 27,-10,-871
A 7,203,971
G -0.2,-23.5,-48.8
M 24,-7,-862
A -17,165,996
G -15.6,-41.6,-70.7
M 10,-30,-867
A 2,199,960
G 20.8,0.0,-10.3
M 9,-19,-856
A -81,207,1068
G 2.3,80.5,-19.9
M -1,-4,-879
A -43,204,1122
G 14.4,-12.5,-14.4
M -9,10,-874
A -39,344,1199
G 7.1,22.4,-11.2
M -24,15,-882
A -280,141,1532
G -21.6,35.0,-10.3
M -19,31,-877
A -553,384,1422
G -8.7,-66.2,-32.4
M -25,18,-874
A -14,327,759
G -49.2,7.5,-2.5
M -4,15,-879
A -89,6,599
G -44.3,-42.9,-45.2
M 7,15,-874
A 95,10,288
G -0.9,-34.5,2.3
M 9,-1,-876
A 168,-14,386
G 11.5,0.6,10.4
M 4,6,-867
A 64,-10,614
G 18.7,13.7,-8.4
M 4,6,-874
A -145,108,1095
G 51.9,-4.3,-1.6
M -6,-1,-871
A -238,239,1346
G 62.6,-20.7,-9.8
M -25,-1,-873
A -254,370,1591
G 29.6,9.8,-9.6
M -34,7,-865
A -234,414,1569
G 7.6,-39.6,-4.2
M -48,-4,-861
A -262,378,1443
G -27.0,-50.3,-10.3
M -34,-21,-864
A -177,241,1075
G -57.4,-19.3,4.5
M -27,-28,-861
A -1,61,761
G -54.0,-42.9,-11.8
M -15,-34,-856
A 115,28,490
G -39.7,-17.6,-19.1
M 4,-37,-850
A 159,52,351
G -12.8,-12.7,-0.9
M 7,-45,-850
A 247,-90,391
G -3.5,26.3,9.3
M 7,-37,-850
A 2,-116,775
G 13.1,53.6,-23.7
M 13,-25,-859
A -188,28,1256
G 44.9,35.5,-15.6
M -6,1,-873
A -281,363,1517
G 54.4,15.8,10.6
M -18,-4,-874
A -300,330,1664
G 6.0,12.7,-9.4
M -30,10,-891
A -406,321,1546
G -13.5,-29.1,2.7
M -15,1,-877
A -171,215,1140
G -35.5,-24.9,-0.7
M -15,-1,-870
A -117,71,877
G -50.9,-26.3,-11.4
M -4,-13,-871
A -8,-45,665
G -26.8,-37.9,-1.6
M 3,-19,-862
A 142,-76,461
G -18.6,-29.1,-10.4
M 15,-28,-850
A 175,-116,439
G -3.1,5.9,-8.4
M 18,-31,-852
A 154,-110,539
G 23.5,25.5,-9.5
M 12,-25,-858
A 6,73,751
G 33.4,39.5,-18.5
M -4,-1,-871
A -318,189,1352
G 26.1,44.5,-22.0
M -28,7,-874
A -364,230,1750
G 27.0,14.5,-3.9
M -37,19,-886
A -421,378,1679
G -7.2,-1.2,-14.7
M -31,13,-883
A -247,173,1335
G -30.8,-27.4,-1.5
M -28,10,-871
A -216,15,1090
G -36.8,-40.9,-8.8
M -12,10,-864
A -92,-26,794
G -21.7,-41.2,-3.0
M -6,-9,-867
A 1,-29,599
G -20.7,-34.4,-9.6
M -3,-12,-859
A 133,-45,489
G -5.5,-15.9,2.7
M 1,-22,-864
A 164,-115,474
G -13.5,21.6,-11.0
M 6,-13,-855
A 30,-193,769
G 3.3,44.5,-11.4
M 4,-4,-877
A -137,39,970
G 22.4,28.1,-22.9
M -4,13,-874
A -157,103,1114
G 8.4,43.6,-14.7
M -12,7,-883
A -281,94,1241
G 7.7,37.7,-10.0
M -9,33,-901
A -354,-27,1462
G 0.2,21.5,-11.5
M -16,36,-904
A -480,87,1454
G 11.4,-18.1,-12.8
M -15,42,-910
A -416,94,1374
G 2.5,-32.5,3.0
M -21,43,-907
A -289,39,1169
G -12.1,-44.3,1.9
M -16,27,-894
A -119,-69,870
G -17.5,-51.2,-1.6
M -12,18,-882
A 9,-21,627
G -16.8,-39.2,-18.5
M -1,-12,-870
A 79,22,488
G -19.5,-23.5,-8.2
M -3,-12,-867
A 152,-122,544
G -24.5,13.3,-9.1
M 1,-3,-871
A 33,-157,716
G -2.9,21.4,-9.1
M 7,6,-870
A -20,-122,889
G 19.4,31.3,-8.6
M -9,15,-885
A -263,-27,1230
G 26.7,23.4,-13.7
M -12,22,-891
A -217,-26,1330
G 29.1,23.3,4.7
M -18,27,-894
A -296,-53,1447
G 4.0,7.2,-20.9
M -28,28,-903
A -402,26,1471
G 13.3,-28.3,-15.0
M -34,24,-894
A -325,50,1245
G -2.6,-31.7,-13.8
M -42,15,-894
A -299,-38,1086
G -13.4,-33.4,-17.3
M -36,12,-877
A -79,-84,760
G -9.1,-37.2,-30.5
M -48,9,-865
A 60,-20,573
G -10.9,-39.9,-39.8
M -45,-10,-861
A 162,-43,470
G 1.7,-14.0,-32.2
M -57,-7,-862
A 117,75,538
G 8.8,17.7,-28.1
M -55,3,-873
A 22,-47,832
G 11.0,32.2,-20.3
M -63,18,-864
A -40,-33,1220
G 24.0,28.6,-70.9
M -84,30,-882
A -212,245,1317
G 60.8,25.4,-10.2
M -118,42,-883
A -344,110,1557
G -0.5,11.3,-35.0
M -132,42,-882
A -354,63,1512
G 29.0,-5.6,-31.2
M -121,72,-874
A -185,168,1131
G 29.8,2.0,36.5
M -150,48,-873
A -177,68,934
G -19.6,14.0,23.1
M -147,58,-870
A -124,39,713
G -48.0,-102.6,-27.2
M -121,45,-864
A 43,-96,601
G -36.2,-33.2,-20.6
M -97,28,-864
A 70,-51,571
G -28.4,-31.5,-56.3
M -105,18,-871
A 53,-30,678
G -2.0,25.4,-13.5
M -103,28,-858
A -78,-30,885
G 28.2,54.1,25.8
M -115,43,-879
A -218,-2,1225
G 27.3,26.4,-19.8
M -117,43,-874
A -407,152,1512
G 22.2,21.7,13.6
M -133,61,-876
A -432,25,1626
G -3.2,-27.5,-14.4
M -133,58,-883
A -286,3,1382
G -7.0,-40.7,3.2
M -133,43,-882
A -134,-41,1090
G -14.5,-54.3,-3.9
M -132,39,-870
A -83,-81,884
G -2.4,-46.4,-0.2
M -127,27,-856
A 103,64,570
G 5.0,-29.9,-3.7
M -118,12,-847
A 149,78,507
G -13.3,-10.7,-12.2
M -117,7,-847
A 161,-24,580
G -5.5,16.8,-5.8
M -115,19,-852
A 12,-36,815
G 5.4,21.3,-20.0
M -123,30,-864
A -113,55,1074
G 25.7,35.2,1.4
M -133,51,-873
A -245,97,1322
G 5.1,9.2,-16.6
M -141,46,-867
A -189,29,1315
G 0.9,4.4,-0.9
M -144,49,-871
A -155,24,1173
G -1.4,-4.6,-3.8
M -136,57,-876
A -100,14,1038
G -2.9,-17.9,-8.2
M -145,45,-871
A -86,27,962
G 0.1,-11.2,-2.8
M -142,46,-868
A -72,49,947
G 0.0,-9.3,-1.6
M -139,51,-874
A -57,35,961
G -1.1,-3.8,0.0
M -139,49,-870
A -80,17,994
G -0.2,-1.1,-4.3
M -142,40,-867
A -77,14,1019
G 3.6,1.8,-0.8
M -136,43,-865
A -143,37,1062
G 4.0,-3.2,-3.2
M -147,51,-868
A -96,89,1009
G 3.7,-7.0,-1.7
M -145,43,-865
A -100,22,1022
G -2.0,-1.4,2.1
M -148,43,-861
A -116,-53,994
G -3.5,-9.6,-2.8
M -144,37,-865
A -131,-211,1033
G -1.8,-4.9,-2.3
M -142,36,-856
A -106,-315,1038
G 1.4,-9.1,-8.9
M -153,40,-856
A -16,-243,1045
G 14.8,4.4,-15.6
M -156,49,-855
A -27,95,1013
G 38.0,-18.4,-26.5
M -172,61,-861
A -43,378,979
G 15.2,-33.6,-59.9
M -192,66,-843
A -75,525,990
G 12.6,4.2,-21.4
M -193,75,-847
A -130,668,934
G 1.1,-7.4,-0.5
M -198,73,-843
A -95,507,926
G -27.1,6.6,19.9
M -196,76,-844
A -62,253,948
G -31.4,4.6,35.8
M -177,58,-853
A -60,65,974
G -37.3,7.2,32.6
M -154,63,-858
A -163,-197,998
G -33.0,-6.3,35.4
M -138,52,-864
A -225,-645,1066
G -25.4,13.7,38.0
M -106,43,-877
A -91,-790,1001
G 16.6,-9.6,18.4
M -108,49,-879
A -59,-501,885
G 6.0,-8.3,-25.2
M -109,37,-880
A -72,-369,1057
G 33.1,-1.0,-28.0
M -120,54,-859
A -138,59,1067
G 27.2,-12.7,-57.4
M -139,64,-867
A -132,389,1076
G 27.6,-10.6,-38.6
M -159,79,-853
A -89,584,981
G 4.9,-12.1,-34.1
M -168,84,-847
A -62,623,977
G 4.3,-10.2,-8.2
M -174,93,-856
A -91,648,929
G -13.4,-8.1,12.8
M -180,78,-852
A -122,345,981
G -23.7,2.9,41.5
M -153,58,-865
A -75,153,908
G -31.9,-16.8,43.4
M -141,61,-868
A -138,-230,982
G -54.9,2.1,35.2
M -111,39,-883
A -160,-588,998
G -35.2,-10.8,38.5
M -88,40,-874
A -102,-849,1009
G -4.6,8.5,39.5
M -79,25,-891
A -54,-624,877
G 11.6,0.8,5.1
M -87,28,-886
A -92,-437,1015
G 12.3,2.1,-47.0
M -76,36,-888
A -103,-225,1009
G 37.8,38.1,-17.1
M -99,64,-888
A -215,50,1094
G 24.3,-7.2,-61.7
M -126,64,-880
A -166,320,985
G 28.2,3.2,-39.7
M -139,87,-876
A -146,475,1048
G 16.6,-6.4,-39.2
M -153,100,-874
A -109,702,983
G 3.6,-14.4,2.3
M -151,97,-862
A -166,606,977
G -24.0,-16.4,17.7
M -157,94,-868
A -172,351,980
G -44.0,-22.4,30.1
M -133,87,-870
A -145,-27,929
G -54.6,-13.0,45.1
M -109,61,-897
A -134,-433,965
G -48.5,-17.5,33.6
M -81,54,-892
A -189,-700,989
G -14.6,-21.6,26.2
M -67,51,-888
A -47,-789,969
G 29.4,2.1,39.4
M -64,33,-889
A -42,-530,892
G 31.0,-6.5,0.0
M -58,28,-886
A -44,-385,944
G 42.7,7.4,-19.6
M -88,40,-891
A -155,27,1007
G 37.1,-0.7,-28.5
M -109,54,-883
A -142,377,1053
G 30.3,6.4,-22.7
M -127,54,-882
A -108,421,978
G 2.8,1.4,-10.1
M -139,52,-868
A -139,139,1065
G -6.4,2.2,-3.4
M -133,64,-868
A -123,66,987
G -4.9,-2.3,1.8
M -132,61,-874
A -124,-41,1022
G -5.6,-3.2,5.2
M -130,51,-879
A -119,-86,1022
G -4.7,-2.6,-0.4
M -130,63,-889
A -171,-63,1055
G -0.3,-0.8,0.0
M -127,60,-877
A -214,-55,1065
G -2.5,1.7,-2.8
M -129,73,-879
A -358,-30,1005
G -9.8,0.9,-6.3
M -117,70,-880
A -295,-67,928
G -2.5,9.6,6.0
M -120,70,-880
A -581,-2,1057
G -6.7,-20.1,-28.4
M -115,78,-882
A 21,-22,1020
G 5.1,9.9,11.4
M -112,91,-882
A 227,99,1055
G 16.0,-55.3,-16.9
M -111,84,-882
A 420,102,1118
G 3.3,-41.1,3.0
M -115,73,-877
A 414,-104,1118
G -10.7,-22.8,2.4
M -115,63,-864
A 299,-96,1037
G 8.1,-44.1,-11.0
M -114,46,-868
A 202,32,898
G -11.5,19.0,-6.3
M -121,45,-871
A 74,-50,1029
G 3.5,17.6,0.6
M -121,51,-874
A -56,55,873
G -17.8,-5.1,-19.6
M -118,49,-870
A -283,-126,879
G 6.5,41.4,6.3
M -126,58,-879
A -678,-50,1079
G -14.4,10.2,-24.9
M -133,57,-882
A -623,-19,981
G -8.1,17.5,5.6
M -132,64,-879
A -579,-130,1012
G -35.6,-16.3,-6.5
M -109,64,-874
A -397,-212,972
G 2.0,3.8,20.7
M -114,61,-880
A -371,-38,960
G -0.7,-23.9,0.1
M -106,69,-886
A -149,-155,1021
G 6.7,12.4,36.8
M -99,67,-885
A 9,-172,1017
G 2.8,9.5,5.1
M -79,79,-889
A 177,-18,982
G 19.3,-36.5,12.8
M -90,76,-892
A 362,-71,1047
G 7.6,-25.4,-6.2
M -99,64,-883
A 441,-38,966
G 6.5,-6.1,2.6
M -105,63,-877
A 246,-90,987
G 5.9,18.4,2.2
M -100,69,-883
A 97,-45,964
G 10.4,15.8,4.6
M -106,66,-882
A -74,-68,1024
G -11.6,11.4,-26.2
M -99,72,-880
A -135,-33,870
G 11.8,32.3,21.4
M -109,78,-891
A -338,-76,930
G 6.8,7.0,-16.6
M -114,79,-888
A -584,-102,974
G -1.4,29.8,-20.8
M -126,82,-886
A -727,-33,1083
G 6.6,9.2,-8.4
M -135,90,-895
A -739,35,1050
G -16.2,-21.0,-17.6
M -132,91,-895
A -442,-79,978
G 1.5,-8.2,20.3
M -120,93,-885
A -424,-113,962
G -3.9,-9.9,10.9
M -108,85,-888
A -188,-101,902
G 21.3,-20.7,25.6
M -106,87,-895
A 53,-33,1081
G 15.1,-54.1,9.8
M -118,78,-883
A 131,-43,1123
G 3.1,-34.6,-5.3
M -111,69,-888
A 313,2,1093
G -8.8,-15.6,-3.2
M -102,72,-879
A 340,-130,1015
G -17.8,-16.1,-29.8
M -112,66,-876
A 208,-94,897
G 21.0,14.8,14.0
M -120,58,-886
A 3,-33,886
G -14.4,0.9,-39.2
M -117,66,-889
A -111,-78,926
G 13.5,34.3,9.2
M -126,73,-882
A -279,25,961
G -4.3,8.9,-35.7
M -121,79,-885
A -345,46,954
G 19.9,5.3,20.2
M -130,90,-882
A -426,-15,1084
G 15.9,19.5,4.5
M -139,84,-889
A -483,76,1044
G -6.0,-17.2,-9.3
M -144,84,-892
A -345,-96,1094
G -8.7,12.0,0.3
M -148,88,-894
A -208,0,988
G 9.8,4.9,1.9
M -142,87,-895
A -144,-65,990
G -2.6,-7.0,0.0
M -132,93,-882
A -179,-75,1020
G 3.4,-15.2,-7.7
M -139,75,-891
A -222,-26,1045
G 3.9,-5.6,-3.6
M -151,87,-888
A -195,-33,997
G -1.9,-11.7,-6.3
M -151,87,-888
A -192,26,971
G -0.6,-8.0,-2.9
M -142,87,-892
A -167,-43,1015
G -3.8,-6.7,-6.5
M -142,85,-880
A -167,-42,1010
G 1.5,1.6,0.5
M -139,79,-891
A -176,20,1008
G 2.3,-5.6,-2.1
M -136,81,-889
A -177,-19,1005
G -3.5,-5.1,1.9
M -135,78,-888
A -191,-30,1032
G 1.3,-2.5,4.6
M -141,73,-894
A -201,7,1017
G 2.3,-7.0,-1.1
M -136,82,-880
A -199,-13,1021
G 1.3,-2.1,1.4
M -138,90,-885
A -193,6,990
G -2.5,-12.0,-0.7
M -136,87,-883
A -160,-75,1002
G -1.4,-6.0,6.0
M -141,85,-882
A -172,-33,1002
G 5.7,-7.8,5.2
M -136,76,-891
A -193,-32,992
G -2.3,-8.6,1.5
M -135,72,-885
A -189,-47,993
G -1.1,-2.2,2.1
M -147,73,-886
A -148,-67,978
G -1.8,-1.0,4.4
M -127,66,-886
A -168,-58,990
G -0.7,-6.5,-0.9
M -130,78,-888
A -170,-54,1012
G 0.0,0.7,1.2
M -139,72,-892
A -189,-40,1018
G 1.8,-1.9,1.7
M -126,64,-895
A -187,-34,1015
G 1.4,-1.8,0.9
M -132,82,-894
A -174,-39,992
G 0.0,-1.8,2.5
M -130,72,-891
A -174,-48,1006
G 1.1,-3.5,1.6
M -135,78,-897
A -188,-50,1015
G 1.4,-3.0,-0.3
M -130,69,-895
A -183,-34,1007
G 4.5,-6.2,2.0
M -133,67,-891
A -185,-45,1025
G -0.2,-4.0,-1.7
M -138,66,-886
A -166,-35,981
G 0.0,-7.2,-2.7
M -133,72,-892
A -159,-41,992
G 1.1,-3.7,-0.7
M -133,69,-889
A -176,-39,1004
G 1.2,-1.9,-0.2
M -133,67,-892
A -180,-19,1005
G 2.2,-3.3,-1.7
M -129,64,-885
A -175,-22,1000
G -1.0,-4.6,-3.8
M -132,70,-883
A -161,-46,1008
G 2.3,2.5,2.3
M -132,64,-894
A -181,-17,1005
G 2.2,-4.2,-1.3
M -139,61,-891
A -170,-9,1000
G 1.4,-1.2,0.0
M -132,73,-894
A -180,-27,1005
G 0.1,-3.8,0.4
M -139,70,-888
A -160,-32,989
G -2.0,-2.8,-0.7
M -135,70,-894
A -177,-29,991
G -1.1,-4.2,-0.8
M -135,60,-892
A -182,-45,1001
G -0.2,0.0,2.4
M -133,66,-892
A -164,-49,1002
G 0.2,-3.5,-1.5
M -135,69,-891
A -181,-38,1010
G 1.1,-7.3,-3.1
M -139,75,-892
A -185,-30,1019
G 2.4,-5.5,-2.0
M -135,70,-898
A -172,-31,1005
G 0.7,-8.8,-5.1
M -130,75,-886
A -174,-19,1010
G 2.2,-6.3,-0.8
M -136,70,-889
A -181,-62,1040
G 0.7,-5.8,-0.9
M -132,76,-888
A -176,-29,1010
G 5.5,-5.1,2.1
M -147,64,-886
A -162,-7,998
G 0.4,-7.4,-0.6
M -135,69,-892
A -157,-39,1003
G 0.8,-1.6,3.8
M -138,66,-900
A -172,-18,1004
G 2.4,-5.6,5.2
M -142,75,-883
A -157,-12,981
G 0.4,-4.2,6.1
M -133,63,-888
A -177,-37,986
G -2.0,-4.3,4.7
M -136,60,-894
A -165,-50,1014
G -1.1,-1.4,5.6
M -133,63,-891
A -185,-42,1032
G -2.6,-0.4,-2.6
M -144,61,-897
A -215,-62,1073
G -1.7,-20.7,-12.3
M -132,73,-886
A -167,-29,1063
G -0.9,-25.2,-13.0
M -130,57,-886
A -172,-26,1022
G -7.4,-34.1,-14.9
M -120,60,-882
A -82,-37,995
G -2.1,-23.8,-5.6
M -133,52,-886
A -84,-54,990
G -4.6,-13.7,-3.7
M -124,45,-870
A -72,-89,940
G -19.2,46.7,-10.2
M -117,57,-880
A -135,-20,969
G -3.7,26.3,8.8
M -126,78,-901
A -92,-103,976
G 18.4,35.7,43.8
M -118,99,-894
A -230,-30,974
G 20.5,31.0,47.2
M -124,100,-889
A -192,-47,966
G 2.2,17.3,4.9
M -126,112,-897
A -269,-55,1003
G -0.9,16.8,-6.0
M -121,117,-897
A -252,-32,1000
G 5.1,8.1,7.5
M -126,121,-892
A -224,-14,958
G 1.9,-3.0,-3.9
M -118,115,-891
A -432,393,856
G -3.9,-40.9,-21.2
M -127,111,-888
A -157,-227,1028
G -184.0,-41.3,-32.1
M -66,103,-918
A -412,136,1344
G -3.0,-493.2,-509.2
M -27,16,-895
A 334,-729,978
G -448.4,-299.8,-388.2
M 9,-105,-817
A 216,-102,621
G -485.5,-621.1,-503.0
M 0,-220,-681
