A -130,-155,998
A 1635,-94,-747
G -71.1,-259.2,-139.7
M -67,-252,-495
A 1070,-257,-449
G 107.3,-54.2,-94.5
M -97,-252,-469
A 983,-140,-159
G 41.1,-6.3,-31.9
M -123,-246,-445
A 954,-236,21
G 28.2,57.1,-49.4
M -142,-231,-472
A 885,81,-166
G 29.6,-26.3,-50.3
M -166,-241,-472
A 988,-123,-164
G -8.1,20.7,-6.9
M -168,-220,-477
A 918,56,-219
G 5.1,-13.5,-21.1
M -183,-226,-472
A 1052,-100,-156
G -8.4,12.1,-0.8
M -175,-213,-471
A 932,41,-204
G -1.1,16.1,-11.4
M -187,-216,-486
A 1012,-41,-123
G -9.8,15.1,-4.1
M -184,-214,-486
A 959,14,-104
G 1.4,13.4,-4.5
M -187,-205,-496
A 1029,-68,-92
G -5.2,21.0,2.0
M -181,-210,-504
A 969,11,-94
G -2.3,0.6,-9.9
M -184,-205,-504
A 1011,7,-96
G -3.5,8.2,-2.2
M -186,-199,-508
A 989,-7,-36
G -6.8,28.6,2.1
M -189,-199,-522
A 949,36,-91
G -9.7,-15.1,5.4
M -187,-202,-522
A 956,14,-55
G -14.3,7.9,17.2
M -175,-205,-525
A 939,54,-130
G -29.4,-30.3,30.0
M -169,-210,-523
A 1065,-188,-33
G -38.8,-54.5,40.1
M -151,-225,-526
A 1020,-96,-137
G -25.6,-55.5,27.0
M -135,-240,-508
A 1031,-139,-201
G -29.7,-62.0,16.8
M -136,-232,-487
A 978,-130,-203
G -17.1,-16.0,-4.2
M -124,-243,-493
A 1044,-86,-237
G -11.5,50.1,4.7
M -120,-238,-496
A 1308,-303,-114
G 35.6,242.5,12.3
M -120,-228,-582
A 1434,-332,-147
G 150.4,514.4,-2.7
M -141,-151,-724
A 917,-153,-341
G 274.4,879.8,22.6
M -222,75,-826
A -836,682,-207
G 251.9,803.1,19.6
M -316,366,-726
A -586,593,-171
G 149.3,822.8,77.2
M -370,489,-523
A -1571,887,-85
G 78.0,412.2,29.6
M -388,480,-346
A -1475,406,367
G 42.9,26.6,-60.4
M -387,487,-312
A -1110,339,362
G -12.8,-13.5,-4.9
M -387,495,-310
A -813,284,400
G 29.4,-28.9,-10.2
M -379,492,-306
A -876,592,-96
G 17.2,-5.4,-15.1
M -373,511,-295
A -960,462,-21
G 8.4,-12.1,-12.4
M -373,523,-301
A -1041,515,-4
G 0.7,-9.8,-8.4
M -366,516,-301
A -914,410,117
G -0.9,0.9,1.8
M -364,510,-295
A -959,416,85
G -3.7,-13.1,2.3
M -379,519,-298
A -840,394,81
G -1.6,16.6,7.2
M -375,507,-303
A -877,432,47
G 5.3,-36.1,-4.9
M -367,508,-298
A -889,429,49
G -4.9,-3.3,0.9
M -363,516,-307
A -901,433,92
G -2.2,-17.9,-2.2
M -370,510,-304
A -896,406,111
G -2.2,-15.8,2.8
M -367,519,-313
A -881,441,116
G 3.2,-3.2,5.1
M -361,513,-310
A -892,436,108
G 2.1,-19.3,0.8
M -364,528,-309
A -938,437,146
G 7.2,-33.4,-8.0
M -375,516,-321
A -865,436,121
G -6.8,-33.3,-5.0
M -366,520,-318
A -888,430,171
G -0.3,-0.1,2.4
M -361,528,-334
A -871,439,146
G -2.5,-14.4,-0.6
M -363,528,-328
A -867,409,209
G -1.9,0.1,3.2
M -363,520,-334
A -963,480,178
G -3.0,-16.6,8.0
M -366,523,-336
A -1023,541,207
G -24.7,-100.9,6.1
M -366,522,-352
A -1101,623,507
G -84.5,-333.7,-25.9
M -372,541,-427
A -1379,655,403
G -307.7,-859.7,-122.7
M -336,490,-646
A 36,-52,-111
G -347.9,-1147.0,-473.2
M -168,232,-885
A 1273,72,-475
G 45.9,-301.5,68.8
M -148,-28,-823
A 1438,-336,531
G -66.5,-200.6,-38.4
M -106,-109,-784
A 711,146,230
G -3.3,-70.4,-17.8
M -106,-139,-757
A 952,-167,449
G -16.4,-93.9,-0.5
M -115,-151,-738
A 935,-45,233
G 4.4,-22.1,10.9
M -99,-153,-726
A 1147,-220,296
G 1.8,-68.8,-5.8
M -99,-181,-700
A 958,-35,99
G 14.4,-1.6,-0.4
M -112,-187,-703
A 1055,-148,229
G 8.4,-31.1,-6.6
M -103,-196,-687
A 1045,-47,51
G 23.8,-21.5,-16.3
M -117,-196,-675
A 1063,-17,39
G 7.3,12.7,-5.8
M -121,-184,-675
A 1003,-34,117
G 13.0,19.3,-9.3
M -133,-183,-675
A 996,-26,156
G 16.2,48.7,-4.9
M -129,-172,-693
A 1021,-51,229
G 34.0,104.8,10.7
M -135,-157,-714
A 1006,-105,363
G 67.4,194.8,36.2
M -145,-126,-753
A 979,-101,539
G 129.5,351.9,100.4
M -151,-40,-817
A 802,-116,523
G 283.5,660.3,197.4
M -210,118,-840
A 453,417,-252
G 343.2,1017.3,251.0
M -340,342,-724
A -1918,1097,406
G 136.9,287.0,30.8
M -408,444,-540
A -843,508,442
G -28.2,-89.8,-60.6
M -405,448,-544
A -803,388,925
G -30.7,-84.7,-71.3
M -387,460,-565
A -635,308,897
G -18.4,-91.2,-36.0
M -375,469,-598
A -651,344,772
G 1.1,-50.2,-34.0
M -361,468,-606
A -690,406,753
G 11.3,-90.5,-32.4
M -357,466,-630
A -527,253,871
G 5.5,-80.6,-29.5
M -355,472,-634
A -581,402,727
G 29.7,-95.5,-41.5
M -348,450,-643
A -456,392,751
G -19.9,-94.5,-28.1
M -333,462,-657
A -329,314,824
G -26.1,-106.9,-33.7
M -328,442,-691
A -260,284,876
G -57.6,-105.4,-25.8
M -310,420,-721
A -210,179,1024
G -80.0,-77.9,-6.4
M -289,397,-759
A -180,169,980
G -126.8,-62.5,-3.6
M -238,378,-799
A 5,-83,1013
G -183.1,-31.5,1.6
M -190,366,-835
A -37,-259,1056
G -190.0,-94.5,-5.1
M -127,334,-870
A -34,65,372
G -281.0,-35.4,-20.0
M -39,313,-904
A -519,-616,475
G -415.2,91.3,192.2
M 112,321,-898
A -452,-1547,978
G -356.3,352.3,173.0
M 237,430,-822
A -61,-1008,93
G -219.3,-27.6,-59.2
M 303,457,-769
A -920,-793,320
G -75.6,-2.5,-86.4
M 355,427,-744
A -320,-601,206
G -51.5,-45.0,23.5
M 385,408,-724
A 83,-830,60
G -15.7,5.5,0.4
M 393,420,-729
A -275,-897,184
G -43.3,15.7,-24.7
M 403,405,-705
A -255,-1011,-46
G -11.6,-7.2,11.6
M 403,414,-708
A -315,-1065,151
G -20.9,-17.4,-19.1
M 417,399,-702
A -352,-923,-76
G 16.3,-21.0,1.4
M 426,396,-700
A -261,-1074,167
G -6.5,-17.6,-0.8
M 414,402,-699
A -250,-902,-61
G 13.5,-21.5,-11.9
M 415,396,-705
A -305,-968,131
G -17.0,-4.2,-14.2
M 408,387,-708
A -254,-957,53
G -6.9,6.6,-9.5
M 432,388,-702
A -258,-996,85
G -7.1,-12.1,-15.9
M 423,375,-702
A -283,-907,35
G 0.1,-7.2,-15.1
M 432,376,-702
A -262,-951,136
G 17.2,-13.3,-8.8
M 424,366,-700
A -313,-889,187
G 75.6,-67.2,-6.7
M 421,349,-732
A -120,-1114,646
G 193.2,-6.5,-67.2
M 376,334,-777
A 178,-1163,764
G 444.5,-105.9,-151.5
M 267,277,-867
A -350,-1353,323
G 556.7,-91.9,-287.9
M 39,189,-922
A -186,561,31
G 261.0,-23.7,-241.1
M -157,210,-879
A 559,-44,1368
G 99.8,102.6,-21.8
M -213,222,-859
A 375,167,1297
G 60.6,-1.1,-29.4
M -241,238,-837
A 308,116,1130
G 24.3,35.0,2.1
M -256,250,-820
A 161,153,1029
G 10.5,19.5,8.7
M -261,259,-825
A 168,68,913
G -9.7,3.0,17.0
M -264,267,-828
A 131,139,923
G -2.1,-12.7,5.5
M -252,256,-834
A 287,62,977
G -9.8,-9.5,5.8
M -250,255,-820
A 236,92,970
G -7.9,0.1,2.5
M -249,247,-835
A 144,86,977
G -3.3,-2.0,4.6
M -255,262,-823
A 193,66,956
G -10.0,6.8,4.4
M -249,258,-826
A 171,103,966
G -4.9,5.8,-1.8
M -249,252,-831
A 160,66,1029
G -10.2,-1.5,-0.7
M -241,256,-831
A 170,34,1056
G -8.6,-0.2,-0.9
M -234,262,-841
A 133,54,1036
G -4.6,-14.8,-2.7
M -240,256,-841
A 187,66,997
G -13.4,-30.2,-2.3
M -238,261,-843
A 190,41,1007
G -11.3,-7.9,0.4
M -231,246,-846
A 196,24,1018
G -14.9,-18.9,4.4
M -225,250,-844
A 239,5,1016
G -11.9,-55.3,-9.7
M -217,235,-855
A 271,10,960
G -14.4,-43.1,-2.1
M -210,205,-867
A 284,-25,1005
G -9.1,-60.2,-8.3
M -195,201,-858
A 341,-9,975
G -7.1,-38.9,-2.3
M -201,180,-868
A 330,-17,980
G -12.4,-37.5,-3.3
M -199,172,-867
A 373,-12,964
G -12.4,-98.0,-5.3
M -183,142,-867
A 387,34,932
G -35.7,-185.7,-19.6
M -177,90,-862
A 619,-35,720
G -140.6,-492.5,-76.1
M -154,-33,-814
A 818,-73,-3
G -142.6,-557.9,-66.3
M -121,-174,-672
A 1211,-88,-381
G -33.3,-385.9,-21.2
M -129,-238,-507
A 1059,-38,-564
G -21.9,-93.7,8.2
M -117,-241,-492
A 872,-85,-270
G -5.7,-70.4,-3.3
M -115,-237,-462
A 885,-36,-411
G -3.4,5.1,0.9
M -105,-244,-453
A 876,-20,-379
G -3.2,-18.2,-2.2
M -117,-238,-448
A 910,-44,-388
G 0.4,-4.3,-4.3
M -120,-238,-450
A 875,-25,-385
G -2.5,-6.5,-5.8
M -123,-232,-445
A 881,-26,-388
G 5.8,10.1,0.0
M -121,-241,-453
A 884,-1,-458
G 4.9,-18.2,-9.8
M -117,-247,-439
A 883,-13,-474
G 2.2,8.9,-0.3
M -120,-244,-441
A 876,-28,-392
G -0.2,17.9,-1.2
M -118,-243,-448
A 900,-32,-366
G 4.6,32.9,2.5
M -117,-246,-453
A 902,-14,-340
G 3.7,21.8,-4.9
M -120,-231,-462
A 895,0,-321
G 9.8,27.3,1.0
M -124,-238,-477
A 924,-30,-328
G 0.7,9.2,0.7
M -127,-241,-487
A 937,-44,-339
G 7.0,11.4,-1.8
M -117,-244,-487
A 980,-47,-335
G 8.5,38.4,0.4
M -121,-249,-495
A 1212,-145,-286
G 59.8,211.8,42.2
M -120,-237,-541
A 1093,-370,49
G 204.4,644.7,149.2
M -100,-180,-687
A 286,118,318
G 266.3,933.4,212.4
M -141,37,-859
A -181,174,959
G 137.1,569.4,205.4
M -216,276,-849
A -282,98,925
G 52.5,160.3,45.1
M -265,378,-783
A -374,108,976
G 12.0,-12.7,-37.3
M -258,394,-784
A -379,-38,1148
G -5.9,6.5,-5.7
M -273,402,-784
A -408,-9,1062
G -2.4,-31.9,-27.9
M -252,393,-787
A -384,60,967
G -11.2,-69.7,-45.7
M -250,381,-796
A -247,5,1025
G -11.2,-36.3,-22.4
M -244,376,-793
A -225,1,1022
G -0.9,-44.0,-31.0
M -240,373,-814
A -260,18,985
G 1.6,-22.9,-16.9
M -235,361,-808
A -261,28,985
G -1.3,-27.7,-13.5
M -229,358,-814
A -152,-11,980
G -8.2,-13.3,-3.4
M -226,361,-816
A -143,-19,1006
G 3.3,-20.3,-3.0
M -228,346,-819
A -167,-4,976
G 0.7,-22.0,-6.2
M -220,345,-825
A -133,-9,956
G -0.3,0.1,4.6
M -226,349,-823
A -114,-19,1031
G -5.3,-15.1,-1.0
M -220,330,-828
A -133,-3,1020
G -0.1,3.7,6.7
M -223,337,-832
A -84,-33,968
G -2.5,-5.1,7.2
M -220,346,-829
A -166,5,1025
G 1.2,11.5,7.0
M -220,333,-829
A -146,-1,995
G 5.4,-3.0,14.7
M -231,339,-825
A -185,11,1059
G 6.0,-7.7,14.0
M -222,336,-825
A -191,61,1090
G 10.0,5.3,41.7
M -243,334,-823
A -301,134,1055
G 9.3,-14.2,47.1
M -256,319,-813
A -331,174,985
G -4.5,1.1,81.8
M -256,298,-825
A -291,65,1013
G -17.0,-27.9,74.2
M -252,270,-829
A -313,44,937
G -28.7,-13.0,90.7
M -247,247,-834
A -108,-177,861
G -40.0,-22.5,88.4
M -223,208,-843
A -13,-216,869
G -25.4,-13.9,73.9
M -214,189,-864
A 129,-304,926
G -19.3,-4.0,56.5
M -196,172,-865
A 70,-269,1001
G 4.9,28.0,46.6
M -189,172,-873
A 21,-224,1060
G 4.1,6.1,24.9
M -195,168,-873
A 18,-166,1091
G -6.6,3.4,4.6
M -189,162,-868
A 32,-143,1167
G -1.3,17.2,-6.7
M -195,178,-868
A -57,-47,1206
G 12.1,16.9,-38.2
M -190,192,-874
A -219,104,1160
G 29.6,20.7,-38.7
M -195,204,-859
A -340,202,1068
G 11.8,-10.1,-45.6
M -208,225,-850
A -400,205,1013
G 0.4,-14.2,-32.8
M -216,234,-856
A -372,145,898
G -5.1,2.8,-4.7
M -220,235,-859
A -435,73,907
G -21.9,-21.3,1.7
M -219,229,-856
A -342,-38,857
G -27.5,-21.5,32.9
M -208,216,-858
A -233,-256,939
G -25.2,-41.3,37.9
M -184,189,-873
A -109,-334,925
G -12.1,-21.9,49.7
M -186,178,-882
A -14,-330,958
G 6.6,-10.7,39.1
M -174,165,-877
A -25,-299,972
G 11.3,1.5,39.2
M -174,147,-880
A -2,-276,1036
G 10.8,-3.9,27.0
M -171,148,-879
A 43,-192,999
G 8.8,-3.4,9.3
M -160,148,-883
A 194,-112,1119
G 1.1,-0.7,-7.3
M -177,151,-877
A 134,-26,1211
G 8.8,1.3,-40.2
M -175,160,-880
A -71,95,1148
G 21.8,-6.6,-47.5
M -183,171,-871
A -259,204,1072
G 15.0,1.4,-43.8
M -196,180,-864
A -284,200,996
G 3.4,-5.7,-39.5
M -198,186,-868
A -320,168,940
G -2.3,15.3,-17.6
M -210,198,-867
A -339,110,872
G -5.9,0.4,3.9
M -201,196,-852
A -364,-40,937
G -20.1,-17.6,30.4
M -201,186,-864
A -298,-219,951
G -20.4,-15.7,45.6
M -192,180,-873
A -209,-325,952
G -7.9,-20.9,43.1
M -171,150,-873
A -89,-321,917
G -0.8,3.8,55.1
M -171,148,-873
A -22,-361,1003
G -1.6,-4.9,37.3
M -163,136,-867
A 15,-306,1024
G 8.6,9.9,32.9
M -171,133,-873
A 32,-250,1115
G 5.1,4.8,19.3
M -157,133,-882
A 127,-190,1142
G 15.4,16.1,9.3
M -160,148,-877
A 77,-40,1179
G 14.5,-5.1,-32.2
M -175,141,-874
A -18,130,1100
G 43.2,-2.1,-40.7
M -180,144,-870
A -201,311,1007
G 26.8,19.0,-41.5
M -198,181,-867
A -227,243,996
G -0.8,3.2,-42.8
M -205,178,-868
A -273,237,896
G 4.6,20.2,-41.7
M -210,193,-861
A -388,117,910
G -6.2,22.0,-4.2
M -207,219,-858
A -404,-26,890
G -23.7,-21.2,9.6
M -202,205,-858
A -391,-132,898
G -35.4,-17.7,25.6
M -198,196,-873
A -180,-322,910
G -37.0,-9.1,37.5
M -177,180,-873
A -132,-259,896
G -8.5,-16.4,21.7
M -174,178,-888
A -47,-261,968
G -7.4,4.6,22.7
M -160,166,-882
A -85,-228,1075
G 0.8,-5.1,5.3
M -163,169,-891
A -106,-100,1094
G 11.2,2.6,0.3
M -162,165,-891
A -110,-49,1092
G 5.1,-5.1,-7.3
M -156,177,-886
A -217,-42,1101
G 3.9,-5.8,-12.6
M -159,169,-888
A -250,-69,1077
G -2.8,-0.5,-5.9
M -162,171,-885
A -248,-72,1048
G -1.3,-6.5,-3.6
M -166,177,-894
A -197,-72,1010
G -0.3,-5.8,-1.2
M -162,177,-889
A -152,-80,995
G -2.8,-10.2,-4.2
M -165,181,-880
A -180,-66,996
G -1.5,-1.2,-0.4
M -162,189,-889
A -169,-73,995
G -7.7,-5.6,-5.5
M -165,175,-898
A -218,-12,1049
G -7.0,-13.4,-7.0
M -153,177,-889
A -235,64,1071
G -12.3,-14.7,0.7
M -157,168,-886
A -246,-12,1146
G -22.7,-24.4,4.9
M -138,157,-900
A -201,-174,1170
G -17.9,-16.8,12.8
M -123,162,-891
A -145,-210,1108
G -6.3,-24.0,10.9
M -121,147,-888
A -87,-268,1101
G 0.9,-22.5,15.9
M -121,130,-895
A -80,-333,1078
G 6.1,-29.3,21.0
M -124,121,-885
A -52,-367,1023
G 24.3,-18.4,22.2
M -129,102,-874
A 95,-359,857
G 50.1,0.0,19.1
M -135,93,-868
A -3,-220,828
G 31.2,-19.3,-28.2
M -160,105,-868
A 9,-87,677
G 40.2,1.8,-19.4
M -165,108,-862
A -7,32,679
G 21.4,-4.1,-35.7
M -190,111,-849
A -74,104,768
G 18.0,9.1,-29.7
M -195,130,-849
A -182,223,905
G -3.9,9.1,-35.7
M -208,144,-855
A -248,281,1024
G -3.2,20.9,-8.6
M -210,162,-852
A -235,221,1147
G -18.1,24.7,10.8
M -207,171,-858
A -341,174,1272
G -18.9,7.9,15.9
M -198,162,-876
A -287,67,1278
G -25.7,-3.8,31.8
M -184,162,-876
A -217,-142,1277
G -28.5,-33.2,34.8
M -163,147,-874
A -98,-329,1266
G -15.5,-27.7,34.2
M -153,126,-877
A -16,-441,1203
G 6.6,-49.0,10.5
M -144,120,-888
A 50,-389,1064
G 30.8,-30.5,1.6
M -147,96,-870
A 71,-283,899
G 34.9,-19.6,-11.4
M -168,99,-871
A 9,-150,789
G 27.8,-28.2,-31.5
M -181,85,-846
A 68,-67,711
G 23.8,-12.2,-32.2
M -207,96,-843
A -9,49,776
G 26.3,-0.7,-36.6
M -214,99,-843
A -89,197,771
G 20.6,16.8,-31.2
M -226,118,-831
A -159,325,824
G 13.5,12.9,-30.5
M -228,135,-828
A -238,427,899
G -3.2,20.6,-11.7
M -244,142,-831
A -207,284,1047
G -21.8,36.6,22.8
M -238,145,-844
A -196,117,1223
G -23.8,21.2,25.9
M -226,157,-850
A -231,42,1307
G -17.2,8.0,27.7
M -214,154,-856
A -187,-96,1306
G -21.9,-15.0,29.7
M -207,156,-861
A -73,-264,1140
G -11.4,-29.1,12.5
M -195,133,-859
A 15,-172,934
G 4.4,-25.4,4.0
M -189,127,-864
A 20,-53,854
G 8.4,-20.5,-11.6
M -196,112,-862
A -29,0,880
G 3.1,10.0,-0.9
M -205,123,-853
A -41,19,946
G -0.9,20.7,7.9
M -202,115,-864
A -87,10,1032
G 3.1,10.9,0.7
M -207,135,-861
A -184,65,1039
G 12.4,17.7,4.1
M -190,130,-856
A -167,25,1046
G -0.9,1.6,0.8
M -208,147,-859
A -129,-14,1019
G -2.1,-1.8,0.7
M -205,142,-858
A -141,-8,1017
G 2.3,0.8,-2.1
M -199,145,-864
A -159,-12,1055
G 1.8,4.2,-0.9
M -195,157,-867
A -163,3,1041
G 3.2,-1.4,-3.7
M -198,145,-859
A -160,25,1019
G 2.1,-2.8,-3.9
M -208,153,-862
A -164,21,1049
G 2.2,-3.2,-5.6
M -207,157,-867
A -156,23,1020
G 3.2,-1.8,-3.0
M -199,156,-865
A -177,53,1014
G 6.4,-10.7,-7.7
M -216,153,-870
A -131,28,1008
G 2.8,-6.3,-1.3
M -216,151,-859
A -156,49,988
G 5.3,-0.5,-2.4
M -220,154,-867
A -154,64,996
G 1.1,-6.3,-3.2
M -223,162,-855
A -131,24,1018
G -3.3,-7.7,-2.7
M -217,157,-862
A -163,26,1021
G 0.7,-1.8,0.2
M -205,156,-856
A -125,20,1015
G 0.7,-8.1,-2.8
M -222,150,-849
A -136,34,993
G 1.0,-4.7,-2.8
M -205,156,-853
A -143,28,1016
G -0.8,-2.4,-1.4
M -205,160,-849
A -139,20,1017
G -0.7,-3.2,-0.8
M -202,148,-862
A -138,15,1027
G 0.0,-2.2,-1.6
M -216,150,-859
A -145,34,1021
G 0.2,-4.6,-2.8
M -208,162,-856
A -152,39,1020
G 0.0,-7.8,-3.5
M -211,148,-861
A -160,42,1017
G 0.7,-0.5,0.5
M -211,154,-858
A -155,35,1004
G 0.4,7.5,4.0
M -211,166,-856
A -151,35,1011
G -0.4,-7.1,-1.2
M -210,163,-865
A -156,29,1021
G 0.4,-7.1,-1.8
M -201,159,-855
A -155,20,1029
G 0.0,-5.1,-0.9
M -207,159,-850
A -156,24,1028
G 0.8,-7.4,-1.8
M -211,151,-861
A -144,21,1024
G 0.1,-3.9,-0.5
M -213,148,-862
A -151,24,1019
G -0.1,-4.5,-1.6
M -214,156,-865
A -151,20,1024
G 0.2,-3.2,-1.6
M -208,153,-862
A -138,17,1009
G 0.2,-11.3,-4.4
M -205,159,-864
A -139,27,1006
G 0.2,-3.1,-0.3
M -217,151,-853
A -148,26,1021
G -0.9,-3.8,-0.7
M -210,153,-858
A -133,9,1021
G -0.4,-7.0,-2.0
M -214,157,-856
A -133,13,1024
G 0.4,-7.7,-3.3
M -214,151,-867
A -129,23,1004
G 0.0,-3.7,-1.3
M -207,151,-853
A -143,21,1017
G -0.4,-4.4,-1.4
M -204,148,-870
A -128,11,1014
G 0.0,-2.8,-1.1
M -207,156,-862
A -133,12,1026
G 0.7,-4.3,-2.1
M -204,154,-865
A -142,27,1019
G 0.9,-0.7,0.0
M -205,153,-871
A -153,24,1025
G 0.9,-5.6,-1.4
M -213,162,-855
A -142,19,1025
G 0.0,-2.3,0.6
M -205,156,-861
A -136,18,1047
G 0.6,-6.6,-1.8
M -208,157,-865
A -127,18,1098
G 2.2,-5.3,-1.3
M -204,153,-858
A -126,1,1146
G 2.4,-5.9,-1.1
M -211,148,-858
A -141,-10,1086
G 3.4,-6.3,-3.2
M -205,144,-856
A -142,20,1039
G 2.2,-22.8,-5.5
M -210,154,-850
A -110,25,990
G 0.7,-17.9,-2.4
M -213,139,-855
A -147,-14,976
G -3.0,21.7,-13.5
M -204,145,-850
A 12,138,997
G 16.2,-44.0,-34.0
M -204,153,-856
A -141,35,1007
G 10.0,-0.7,10.9
M -222,159,-844
A -112,37,962
G 8.8,-19.4,-10.7
M -217,147,-849
A -143,85,971
G 5.2,-25.4,-2.9
M -220,148,-837
A -23,29,977
G 6.0,-19.1,-6.5
M -223,132,-840
A -72,85,994
G 1.4,-21.4,-6.5
M -217,130,-829
A -57,61,1009
G -4.4,-1.3,3.7
M -217,135,-837
A -78,51,1016
G -4.0,-5.4,3.0
M -220,139,-841
A -44,42,993
G -2.8,-12.3,9.8
M -220,123,-838
A -26,55,911
G -13.9,-18.3,-1.6
M -214,127,-846
A -40,24,898
G -17.0,-24.6,-2.7
M -216,115,-847
A -63,27,847
G -15.2,-19.5,5.3
M -205,114,-852
A -33,68,680
G -36.7,2.4,12.1
M -195,105,-853
A -56,2,664
G -54.5,-6.1,44.0
M -169,97,-871
A -82,-99,734
G -99.1,8.6,61.6
M -139,79,-892
A 2,-241,963
G -78.0,19.4,62.8
M -88,78,-903
A -47,-460,1160
G -86.2,-26.7,71.9
M -39,87,-915
A -11,-458,1319
G 8.0,17.9,18.4
M -30,90,-907
A -131,-379,1285
G 9.1,5.6,22.1
M -25,100,-903
A -72,-331,1118
G 0.0,19.6,35.4
M -21,114,-904
A -46,-296,1090
G -11.1,-18.5,24.7
M -16,118,-892
A -33,-316,1080
G 8.5,-7.1,35.3
M -9,105,-892
A -18,-333,960
G -16.5,-28.6,25.4
M -10,106,-882
A -45,-252,907
G 1.0,-29.4,24.5
M 9,90,-877
A -64,-221,795
G -38.0,-14.8,29.0
M 13,85,-867
A -86,-309,821
G -64.2,31.7,37.7
M 40,91,-859
A -120,-530,912
G -136.5,100.9,13.7
M 82,123,-856
A -83,-625,999
G -79.3,-29.3,-7.1
M 114,123,-855
A -51,-646,911
G -97.7,-69.6,4.3
M 133,93,-828
A -19,-701,906
G -116.5,-63.0,-20.0
M 157,76,-810
